,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
1857,36,3,2,1858.0,1071,0.576,4388.0,66,66.48484848484848,0,Unknown,Blue
1858,41,6,1,1438.3,0,0.0,4538.0,82,55.34146341463415,0,Graduate,Blue
1859,23,5,1,2591.0,0,0.0,3876.0,67,57.850746268656714,0,Graduate,Blue
1860,36,1,3,1615.0,950,0.588,2212.0,43,51.44186046511628,0,Doctorate,Blue
1861,36,5,1,8332.0,0,0.0,5108.0,78,65.48717948717949,0,Graduate,Blue
1862,48,3,2,8082.0,1138,0.141,4277.0,59,72.49152542372882,0,Unknown,Blue
1863,51,6,2,1511.0,0,0.0,4683.0,87,53.827586206896555,0,High School,Blue
1864,44,5,2,1669.0,1000,0.599,4085.0,69,59.20289855072464,0,Uneducated,Blue
1865,30,3,2,1978.0,871,0.44,4299.0,59,72.86440677966101,0,College,Blue
1867,29,3,3,2406.0,1705,0.709,4665.0,89,52.41573033707865,0,Doctorate,Blue
1868,21,2,2,1576.0,0,0.0,2703.0,56,48.267857142857146,0,High School,Blue
1869,26,4,2,2973.0,1136,0.382,4342.0,87,49.9080459770115,0,Uneducated,Blue
1870,25,4,2,1438.3,0,0.0,2493.0,42,59.357142857142854,0,Graduate,Blue
1873,36,4,3,2406.0,1744,0.725,4748.0,88,53.95454545454545,0,Unknown,Blue
1875,26,6,2,2256.0,1346,0.597,4893.0,76,64.38157894736842,0,Post-Graduate,Blue
1877,33,3,2,2485.0,1651,0.664,4351.0,86,50.593023255813954,0,Unknown,Blue
1879,38,4,3,3264.0,2042,0.626,4624.0,75,61.653333333333336,0,College,Blue
1881,18,4,1,1900.0,0,0.0,2880.0,46,62.608695652173914,0,Doctorate,Blue
1882,26,4,1,2295.0,1250,0.545,3834.0,69,55.56521739130435,0,Post-Graduate,Blue
1883,36,3,1,2723.0,1902,0.698,3875.0,84,46.13095238095238,0,Graduate,Blue
1884,27,3,1,1776.0,691,0.389,4878.0,84,58.07142857142857,0,College,Blue
1885,33,3,3,1968.0,1270,0.645,4199.0,84,49.98809523809524,0,High School,Blue
1889,29,4,2,1511.0,864,0.572,4823.0,64,75.359375,0,Unknown,Blue
1890,36,4,2,6018.0,0,0.0,4355.0,78,55.833333333333336,0,Unknown,Blue
1891,39,3,1,2755.0,1483,0.538,4394.0,75,58.586666666666666,0,High School,Blue
1892,36,4,3,1861.0,1677,0.901,5225.0,94,55.58510638297872,0,Graduate,Blue
1897,30,4,1,4829.0,1153,0.239,4778.0,65,73.50769230769231,0,Graduate,Blue
1898,36,5,1,3210.0,2081,0.648,3962.0,62,63.903225806451616,0,Graduate,Blue
1899,26,6,2,14485.0,2124,0.147,3895.0,87,44.770114942528735,0,Uneducated,Blue
1902,33,6,1,7951.0,1456,0.183,4452.0,65,68.49230769230769,0,Graduate,Blue
1903,32,4,3,3114.0,2208,0.709,5219.0,86,60.68604651162791,0,Unknown,Blue
1904,36,3,2,3647.0,2517,0.69,2935.0,58,50.60344827586207,0,Unknown,Blue
1907,40,5,2,6610.0,1663,0.252,4735.0,83,57.04819277108434,0,Graduate,Blue
1908,43,1,2,3146.0,0,0.0,1868.0,38,49.1578947368421,0,High School,Blue
1910,36,4,3,2658.0,1884,0.709,4779.0,83,57.57831325301205,0,Graduate,Blue
1912,41,4,2,2792.0,887,0.318,4074.0,81,50.2962962962963,0,Graduate,Blue
1913,33,3,3,2267.0,1283,0.566,4249.0,81,52.45679012345679,0,Graduate,Blue
1914,34,3,3,4189.0,2066,0.493,4661.0,85,54.83529411764706,0,Graduate,Blue
1916,37,3,2,1787.0,0,0.0,2345.0,36,65.13888888888889,0,Doctorate,Blue
1917,49,4,2,1781.0,0,0.0,4593.0,81,56.7037037037037,0,Graduate,Blue
1918,36,4,3,3276.0,2353,0.718,4488.0,92,48.78260869565217,0,Unknown,Blue
1920,33,5,3,2111.0,1761,0.834,2112.0,46,45.91304347826087,0,Graduate,Blue
1921,36,4,1,3123.0,0,0.0,4424.0,81,54.617283950617285,0,College,Blue
1924,15,5,3,1630.0,1008,0.618,4143.0,67,61.83582089552239,0,Uneducated,Blue
1925,38,6,2,22639.0,1481,0.065,4219.0,65,64.9076923076923,0,Uneducated,Blue
1926,25,4,2,2768.0,2228,0.805,5112.0,86,59.44186046511628,0,Graduate,Blue
1928,39,6,3,3468.0,2517,0.726,2494.0,39,63.94871794871795,0,Uneducated,Blue
1929,36,4,2,1438.3,0,0.0,4323.0,70,61.75714285714286,0,Post-Graduate,Blue
1930,36,4,1,32733.0,1448,0.044,3452.0,54,63.925925925925924,0,College,Blue
1931,39,5,1,1438.3,0,0.0,3691.0,77,47.935064935064936,0,Doctorate,Blue
1932,36,6,2,2020.0,1103,0.546,4951.0,85,58.247058823529414,0,High School,Blue
1934,47,5,2,5261.0,1966,0.374,4448.0,86,51.72093023255814,0,Uneducated,Blue
1935,41,4,2,3035.0,1960,0.646,4104.0,79,51.949367088607595,0,Graduate,Blue
1936,36,4,3,2407.0,1552,0.645,4983.0,86,57.94186046511628,0,Graduate,Blue
1938,36,4,3,2740.0,2425,0.885,2431.0,46,52.84782608695652,0,Unknown,Blue
1940,32,5,3,1931.0,1297,0.672,4693.0,66,71.10606060606061,0,High School,Blue
1941,36,3,1,8438.0,1825,0.216,4798.0,89,53.91011235955056,0,Uneducated,Blue
1942,36,3,2,3413.0,2372,0.695,5029.0,86,58.47674418604651,0,High School,Blue
1943,15,3,2,2163.0,1942,0.898,4380.0,57,76.84210526315789,0,Graduate,Blue
1944,31,5,1,2315.0,1565,0.676,4828.0,90,53.644444444444446,0,Graduate,Blue
1945,37,6,1,4008.0,1650,0.412,5429.0,71,76.46478873239437,0,High School,Blue
1946,36,6,2,1538.0,0,0.0,4884.0,79,61.822784810126585,0,Graduate,Blue
1947,36,4,1,11698.0,1060,0.091,3539.0,81,43.69135802469136,0,College,Blue
1948,28,4,2,8318.0,2517,0.303,2427.0,52,46.67307692307692,0,Graduate,Blue
1949,41,5,2,1438.3,0,0.0,3942.0,78,50.53846153846154,0,Unknown,Blue
1951,35,3,3,2793.0,1517,0.543,3485.0,72,48.40277777777778,0,Unknown,Blue
1952,47,6,1,2394.0,1427,0.596,4611.0,82,56.23170731707317,0,Unknown,Blue
1953,36,6,2,1543.0,1041,0.675,4312.0,84,51.333333333333336,0,Unknown,Blue
1954,27,4,2,1438.3,0,0.0,4397.0,73,60.23287671232877,0,Graduate,Blue
1955,28,5,1,9577.0,632,0.066,4086.0,62,65.90322580645162,0,High School,Blue
1956,36,6,1,5427.0,2177,0.401,4328.0,73,59.28767123287671,0,Post-Graduate,Blue
1957,26,3,2,2867.0,0,0.0,2646.0,41,64.53658536585365,0,Graduate,Blue
1958,29,3,2,2506.0,1362,0.543,4665.0,82,56.890243902439025,0,High School,Blue
1959,29,5,2,1693.0,1101,0.65,4203.0,87,48.310344827586206,0,Doctorate,Blue
1961,36,6,2,4953.0,991,0.2,4183.0,67,62.43283582089552,0,High School,Blue
1962,36,3,3,1886.0,1023,0.542,4233.0,81,52.25925925925926,0,Unknown,Blue
1963,30,5,2,1438.3,1223,0.85,2181.0,43,50.72093023255814,0,College,Blue
1964,15,3,1,2299.0,0,0.0,2323.0,47,49.42553191489362,0,College,Blue
1965,44,5,1,16794.0,1527,0.091,4040.0,76,53.1578947368421,0,Unknown,Blue
1966,47,4,2,1804.0,1298,0.72,4542.0,73,62.21917808219178,0,High School,Blue
1968,36,6,3,2570.0,2107,0.82,4058.0,83,48.89156626506024,0,Graduate,Blue
1969,53,4,2,4386.0,2505,0.571,4064.0,65,62.52307692307692,0,Graduate,Blue
1971,31,6,1,2381.0,1603,0.673,4013.0,79,50.79746835443038,0,Uneducated,Blue
1972,36,5,3,2788.0,1826,0.655,4437.0,67,66.22388059701493,0,Doctorate,Blue
1973,36,6,1,2448.0,1969,0.804,5066.0,84,60.30952380952381,0,Unknown,Blue
1975,32,3,3,1693.0,1457,0.861,2829.0,42,67.35714285714286,0,Unknown,Blue
1976,36,4,3,2866.0,1882,0.657,4850.0,84,57.73809523809524,0,Graduate,Blue
1977,23,6,1,1878.0,1024,0.545,4707.0,74,63.608108108108105,0,College,Blue
1978,36,5,2,1438.3,0,0.0,4490.0,65,69.07692307692308,0,High School,Blue
1980,22,4,2,29898.0,1414,0.047,3883.0,68,57.10294117647059,0,Unknown,Blue
1981,21,6,1,2965.0,1819,0.613,4475.0,66,67.8030303030303,0,High School,Blue
1982,36,3,2,10031.0,0,0.0,1792.0,29,61.793103448275865,0,Graduate,Blue
1984,26,3,2,2669.0,0,0.0,2271.0,31,73.25806451612904,0,Graduate,Blue
1986,36,5,2,2225.0,0,0.0,4138.0,85,48.68235294117647,0,High School,Blue
1989,30,5,2,17523.0,0,0.0,1974.0,54,36.55555555555556,0,Graduate,Blue
1990,33,3,2,2900.0,2122,0.732,4656.0,59,78.91525423728814,0,Graduate,Blue
1992,36,6,4,2212.0,1902,0.86,4976.0,79,62.9873417721519,0,College,Blue
1994,39,6,4,3606.0,1862,0.516,3568.0,92,38.78260869565217,0,College,Blue
1996,25,6,2,13546.0,1720,0.127,3943.0,73,54.013698630136986,0,Uneducated,Blue
1998,55,4,3,1438.3,0,0.0,4518.0,81,55.77777777777778,0,Graduate,Blue
1999,19,3,2,1438.3,0,0.0,4593.0,79,58.139240506329116,0,Unknown,Blue
2000,39,3,2,2426.0,1589,0.655,5175.0,82,63.109756097560975,0,Unknown,Blue
2003,37,3,1,4254.0,1204,0.283,5385.0,93,57.903225806451616,0,Doctorate,Blue
2004,34,3,2,2429.0,1687,0.695,4122.0,74,55.7027027027027,0,College,Blue
2005,36,5,1,1536.0,801,0.521,3904.0,74,52.75675675675676,0,High School,Blue
2008,36,5,3,2396.0,1663,0.694,4569.0,70,65.27142857142857,0,Graduate,Blue
2010,37,3,2,1900.0,0,0.0,2298.0,45,51.06666666666667,0,Unknown,Blue
2011,43,6,3,3124.0,2517,0.806,4716.0,68,69.3529411764706,0,Unknown,Blue
2012,26,6,3,2240.0,1664,0.743,4399.0,80,54.9875,0,Graduate,Blue
2013,26,3,2,1438.3,0,0.0,4776.0,82,58.24390243902439,0,Unknown,Blue
2014,35,5,1,34516.0,2332,0.068,4587.0,82,55.9390243902439,0,College,Silver
2015,26,5,2,3453.0,2517,0.729,4386.0,68,64.5,0,Unknown,Blue
2018,23,5,3,5791.0,2517,0.435,2516.0,64,39.3125,0,Graduate,Blue
2019,29,3,2,3429.0,0,0.0,4591.0,85,54.01176470588236,0,Graduate,Blue
2020,35,4,4,2411.0,1379,0.572,4812.0,79,60.91139240506329,0,Graduate,Blue
2021,33,4,2,2256.0,0,0.0,4587.0,92,49.858695652173914,0,Post-Graduate,Blue
2022,36,6,1,6400.0,1979,0.309,4475.0,91,49.175824175824175,0,Post-Graduate,Blue
2023,36,4,2,1912.0,1281,0.67,5046.0,79,63.87341772151899,0,High School,Blue
2025,35,5,4,1514.0,745,0.492,4004.0,69,58.028985507246375,0,High School,Blue
2026,42,5,3,3103.0,2517,0.811,4641.0,80,58.0125,0,Uneducated,Blue
2027,47,5,1,2504.0,1915,0.765,4847.0,86,56.36046511627907,0,Doctorate,Blue
2029,40,4,1,2315.0,1336,0.577,4143.0,65,63.738461538461536,0,Uneducated,Blue
2031,36,3,3,4225.0,2517,0.596,2659.0,43,61.83720930232558,0,Graduate,Blue
2032,43,4,3,2835.0,2292,0.808,4686.0,79,59.31645569620253,0,Uneducated,Blue
2033,34,6,1,3017.0,0,0.0,4389.0,72,60.958333333333336,0,Uneducated,Blue
2034,46,6,2,23925.0,1494,0.062,3677.0,55,66.85454545454546,0,Unknown,Blue
2035,36,3,3,2886.0,2517,0.872,4884.0,89,54.87640449438202,0,Graduate,Blue
2038,36,3,2,1755.0,0,0.0,4786.0,73,65.56164383561644,0,Uneducated,Blue
2039,36,3,3,1438.3,666,0.463,4759.0,90,52.87777777777778,0,Graduate,Blue
2042,36,5,3,3747.0,2268,0.605,4609.0,87,52.97701149425287,0,Uneducated,Blue
2043,36,5,4,2428.0,2005,0.826,5170.0,68,76.02941176470588,0,College,Blue
2045,37,4,3,1515.0,996,0.657,4324.0,89,48.58426966292135,0,Unknown,Blue
2050,35,3,3,4177.0,2094,0.501,3553.0,66,53.833333333333336,0,Unknown,Blue
2051,36,4,3,3203.0,2366,0.739,4282.0,82,52.21951219512195,0,Graduate,Blue
2052,36,5,2,2092.0,0,0.0,2015.0,33,61.06060606060606,0,Graduate,Blue
2058,33,6,3,1438.3,1201,0.835,4851.0,86,56.406976744186046,0,Unknown,Blue
2061,24,5,1,4568.0,2025,0.443,4869.0,85,57.28235294117647,0,Uneducated,Blue
2063,32,3,3,2142.0,1369,0.639,4424.0,88,50.27272727272727,0,Post-Graduate,Blue
2065,27,4,1,1877.0,0,0.0,4854.0,80,60.675,0,Unknown,Blue
2066,31,6,2,16050.0,0,0.0,3721.0,62,60.016129032258064,0,College,Blue
2070,38,5,2,1438.3,0,0.0,2171.0,38,57.13157894736842,0,Uneducated,Blue
2072,28,5,2,12073.0,0,0.0,2400.0,52,46.15384615384615,0,Unknown,Blue
2075,20,3,2,3940.0,1384,0.351,3257.0,53,61.45283018867924,0,Uneducated,Blue
2076,27,5,2,5784.0,0,0.0,4173.0,80,52.1625,0,Graduate,Blue
2078,53,4,2,2642.0,1249,0.473,4897.0,81,60.45679012345679,0,High School,Blue
2081,27,6,3,2901.0,2384,0.822,3835.0,78,49.166666666666664,0,College,Blue
2082,43,5,2,10351.0,1356,0.131,4572.0,76,60.1578947368421,0,Graduate,Blue
2084,15,3,2,1438.3,990,0.688,3855.0,73,52.80821917808219,0,Post-Graduate,Blue
2085,36,6,1,2040.0,1084,0.531,4751.0,80,59.3875,0,Uneducated,Blue
2086,42,3,1,2271.0,2154,0.91323,4150.0,69,60.14492753623188,0,Uneducated,Blue
2089,30,5,2,17706.0,1081,0.061,3680.0,81,45.4320987654321,0,Graduate,Silver
2090,36,4,2,2281.0,1548,0.679,4384.0,78,56.205128205128204,0,Unknown,Blue
2092,16,5,3,1438.3,611,0.425,4688.0,89,52.674157303370784,0,Graduate,Blue
2093,37,4,4,2835.0,1860,0.656,4569.0,81,56.407407407407405,0,Unknown,Blue
2095,36,3,2,3031.0,2517,0.83,2188.0,50,43.76,0,College,Blue
2096,36,3,2,2012.0,0,0.0,3282.0,66,49.72727272727273,0,Doctorate,Blue
2097,29,6,2,23034.0,1992,0.086,2514.0,32,78.5625,0,Post-Graduate,Blue
2099,48,3,2,2473.0,1745,0.706,4823.0,72,66.98611111111111,0,College,Blue
2100,20,4,3,2420.0,676,0.279,3770.0,76,49.60526315789474,0,High School,Blue
2103,36,3,1,1750.0,813,0.465,4333.0,68,63.720588235294116,0,Uneducated,Blue
2104,26,3,3,1438.3,0,0.0,4957.0,88,56.32954545454545,0,Graduate,Blue
2105,36,6,4,2466.0,1750,0.71,5005.0,76,65.85526315789474,0,College,Blue
2106,37,4,3,2701.0,1986,0.735,4767.0,76,62.723684210526315,0,High School,Blue
2107,34,6,1,5387.0,1133,0.21,4374.0,76,57.55263157894737,0,High School,Blue
2108,36,6,2,16290.0,0,0.0,4232.0,79,53.56962025316456,0,Graduate,Silver
2111,50,5,2,8513.0,799,0.094,2119.0,37,57.270270270270274,0,Unknown,Blue
2112,31,6,2,2768.0,1329,0.48,4275.0,78,54.80769230769231,0,College,Blue
2113,53,3,2,1438.3,0,0.0,4457.0,79,56.41772151898734,0,College,Blue
2114,28,3,1,1967.0,0,0.0,4620.0,77,60.0,0,High School,Blue
2116,34,5,1,34516.0,1664,0.048,4912.0,80,61.4,0,Graduate,Silver
2118,20,5,1,1438.3,0,0.0,4397.0,86,51.127906976744185,0,Graduate,Blue
2122,36,6,1,2387.0,2013,0.843,2134.0,41,52.048780487804876,0,College,Blue
2126,40,5,2,20080.0,0,0.0,4620.0,70,66.0,0,Uneducated,Blue
2129,42,5,2,11742.0,0,0.0,4053.0,70,57.9,0,Uneducated,Blue
2130,31,5,2,2517.0,1336,0.531,5211.0,83,62.78313253012048,0,Uneducated,Blue
2131,36,3,3,2216.0,1992,0.899,4103.0,77,53.285714285714285,0,Graduate,Blue
2133,41,5,2,3478.0,941,0.271,4607.0,83,55.506024096385545,0,College,Blue
2134,25,4,2,1438.3,0,0.0,4513.0,75,60.17333333333333,0,Graduate,Blue
2135,30,3,2,1446.0,621,0.429,4860.0,68,71.47058823529412,0,Unknown,Blue
2136,37,5,2,1493.0,0,0.0,4655.0,95,49.0,0,High School,Blue
2137,20,5,2,2984.0,1879,0.63,4813.0,83,57.98795180722892,0,High School,Blue
2139,36,3,1,2043.0,1597,0.782,3553.0,61,58.24590163934426,0,Graduate,Blue
2140,34,4,2,3489.0,2517,0.721,2684.0,39,68.82051282051282,0,High School,Blue
2141,27,5,2,2822.0,2182,0.773,5371.0,93,57.75268817204301,0,High School,Blue
2145,32,6,1,2594.0,2159,0.832,3872.0,71,54.53521126760563,0,Unknown,Blue
2146,31,5,1,2128.0,1383,0.65,3968.0,81,48.98765432098765,0,Unknown,Blue
2152,44,6,1,4439.0,1513,0.341,4532.0,95,47.705263157894734,0,Uneducated,Blue
2153,36,6,3,2451.0,1733,0.707,5283.0,90,58.7,0,Unknown,Blue
2154,29,5,2,9109.0,1347,0.148,3991.0,84,47.51190476190476,0,Uneducated,Blue
2155,35,3,2,1438.3,1091,0.759,4988.0,90,55.422222222222224,0,Uneducated,Blue
2156,21,5,3,5015.0,1963,0.391,2491.0,43,57.93023255813954,0,Graduate,Blue
2157,36,3,2,8529.0,901,0.106,4252.0,68,62.529411764705884,0,Graduate,Blue
2159,38,6,1,1521.0,0,0.0,4880.0,79,61.77215189873418,0,Uneducated,Blue
2161,25,4,2,1781.0,935,0.525,5093.0,77,66.14285714285714,0,Unknown,Blue
2162,55,6,1,5284.0,2517,0.476,4525.0,63,71.82539682539682,0,Unknown,Blue
2165,36,4,2,7645.0,931,0.122,5016.0,73,68.71232876712328,0,Unknown,Blue
2168,29,3,2,4595.0,1781,0.388,3746.0,68,55.088235294117645,0,High School,Blue
2169,39,6,1,1768.0,0,0.0,4628.0,90,51.422222222222224,0,Uneducated,Blue
2170,39,5,4,2987.0,1764,0.591,4339.0,72,60.263888888888886,0,Graduate,Blue
2171,32,6,1,1438.3,0,0.0,4733.0,89,53.17977528089887,0,Graduate,Blue
2172,36,5,3,2311.0,1320,0.571,3967.0,71,55.87323943661972,0,Uneducated,Blue
2173,37,6,4,1912.0,1172,0.613,4841.0,81,59.76543209876543,0,Unknown,Blue
2175,36,5,2,2658.0,694,0.261,4774.0,92,51.891304347826086,0,Post-Graduate,Blue
2176,36,5,1,1678.0,1162,0.692,4402.0,87,50.59770114942529,0,Doctorate,Blue
2178,40,3,3,1592.0,925,0.581,4615.0,90,51.27777777777778,0,Graduate,Blue
2181,36,4,2,2358.0,1965,0.833,4922.0,80,61.525,0,Graduate,Blue
2182,30,3,3,2023.0,1331,0.658,5098.0,79,64.53164556962025,0,College,Blue
2186,35,5,1,2725.0,2444,0.897,4965.0,85,58.411764705882355,0,Doctorate,Blue
2187,36,5,4,3300.0,2517,0.763,3784.0,55,68.8,0,College,Blue
2189,39,1,4,3017.0,1868,0.619,2096.0,50,41.92,0,Graduate,Blue
2190,29,5,1,2228.0,1449,0.65,4382.0,83,52.795180722891565,0,Uneducated,Blue
2191,43,4,2,1438.3,0,0.0,2520.0,45,56.0,0,High School,Blue
2193,21,1,2,2984.0,2517,0.843,2373.0,53,44.77358490566038,0,Doctorate,Blue
2194,31,5,2,1438.3,0,0.0,4702.0,84,55.976190476190474,0,Uneducated,Blue
2197,50,3,2,17627.0,1756,0.1,4836.0,74,65.35135135135135,0,High School,Blue
2198,16,3,1,1438.3,0,0.0,4479.0,70,63.98571428571429,0,Uneducated,Blue
2201,46,4,1,2275.0,1219,0.536,4807.0,72,66.76388888888889,0,Post-Graduate,Blue
2203,45,3,2,2951.0,2437,0.826,2519.0,36,69.97222222222223,0,High School,Blue
2204,28,6,1,1438.3,0,0.0,4475.0,74,60.472972972972975,0,Doctorate,Blue
2205,34,4,3,1837.0,875,0.476,2169.0,43,50.44186046511628,0,Unknown,Blue
2207,21,4,2,1784.0,577,0.323,2348.0,47,49.95744680851064,0,Graduate,Blue
2212,36,5,1,2697.0,2216,0.822,4063.0,75,54.17333333333333,0,Uneducated,Blue
2214,35,3,2,1717.0,1156,0.673,4301.0,64,67.203125,0,College,Blue
2218,33,3,2,2393.0,1667,0.697,3768.0,79,47.69620253164557,0,Unknown,Blue
2220,35,3,3,2640.0,2133,0.808,4956.0,72,68.83333333333333,0,Post-Graduate,Blue
2221,42,6,2,1931.0,1409,0.73,4797.0,65,73.8,0,Unknown,Blue
2222,26,5,2,5633.0,1395,0.248,3695.0,75,49.266666666666666,0,Graduate,Blue
2223,29,5,2,4786.0,1553,0.324,5039.0,76,66.30263157894737,0,Graduate,Blue
2224,37,3,2,8446.0,908,0.108,4240.0,67,63.28358208955224,0,High School,Blue
2225,30,6,2,13908.0,0,0.0,4319.0,81,53.32098765432099,0,Post-Graduate,Blue
2226,30,3,3,2709.0,1726,0.637,5056.0,89,56.80898876404494,0,High School,Blue
2227,33,5,4,1503.0,879,0.585,4439.0,77,57.64935064935065,0,High School,Blue
2228,36,5,2,9186.0,0,0.0,4986.0,88,56.65909090909091,0,High School,Blue
2229,46,3,2,2165.0,1392,0.643,4194.0,72,58.25,0,Graduate,Blue
2230,43,4,1,3186.0,968,0.304,4077.0,75,54.36,0,Doctorate,Blue
2232,25,3,2,3193.0,1533,0.48,4419.0,75,58.92,0,Uneducated,Blue
2236,36,3,1,7421.0,0,0.0,4353.0,75,58.04,0,Unknown,Blue
2237,25,5,3,12268.0,1165,0.095,4905.0,82,59.81707317073171,0,High School,Blue
2238,38,5,1,1555.0,1366,0.878,5490.0,86,63.83720930232558,0,Graduate,Blue
2239,26,5,2,3809.0,1521,0.399,4666.0,69,67.6231884057971,0,Unknown,Blue
2241,36,3,1,13001.0,1482,0.114,3671.0,55,66.74545454545455,0,High School,Blue
2243,38,4,3,2595.0,2353,0.907,2526.0,41,61.609756097560975,0,Doctorate,Blue
2245,40,6,1,1696.0,1177,0.694,4410.0,84,52.5,0,Graduate,Blue
2246,24,3,3,2694.0,1576,0.585,2041.0,57,35.80701754385965,0,Graduate,Blue
2247,36,6,1,1438.3,730,0.508,4583.0,67,68.40298507462687,0,College,Blue
2248,36,6,1,4847.0,1856,0.383,4712.0,76,62.0,0,Unknown,Blue
2249,32,5,1,1438.3,491,0.341,5016.0,86,58.325581395348834,0,Uneducated,Blue
2250,43,4,3,2557.0,2351,0.91323,4342.0,73,59.47945205479452,0,Graduate,Blue
2251,25,5,2,2684.0,1658,0.618,4657.0,76,61.276315789473685,0,High School,Blue
2252,26,3,2,1438.3,743,0.517,4730.0,80,59.125,0,College,Blue
2253,37,4,2,2730.0,1303,0.477,4750.0,76,62.5,0,Graduate,Blue
2254,36,6,1,6275.0,0,0.0,4308.0,75,57.44,0,Unknown,Blue
2255,36,4,2,10834.0,0,0.0,2249.0,51,44.09803921568628,0,Graduate,Blue
2256,32,3,2,11438.0,0,0.0,4346.0,90,48.28888888888889,0,High School,Blue
2258,28,4,2,1788.0,0,0.0,3511.0,56,62.69642857142857,0,College,Blue
2259,31,5,1,13745.0,0,0.0,4432.0,61,72.65573770491804,0,Graduate,Blue
2260,30,4,3,1791.0,1314,0.734,5109.0,79,64.67088607594937,0,Graduate,Blue
2262,36,4,2,2526.0,2048,0.811,4267.0,72,59.263888888888886,0,Graduate,Blue
2264,49,4,2,6074.0,0,0.0,4303.0,77,55.883116883116884,0,Graduate,Blue
2265,17,6,2,3323.0,1062,0.32,4610.0,78,59.1025641025641,0,Graduate,Blue
2267,46,4,2,4259.0,0,0.0,4389.0,80,54.8625,0,Unknown,Blue
2269,34,3,3,2245.0,1342,0.598,4624.0,87,53.14942528735632,0,Uneducated,Blue
2270,36,3,2,1776.0,0,0.0,2201.0,31,71.0,0,College,Blue
2272,29,3,2,1840.0,1267,0.689,4515.0,76,59.4078947368421,0,Uneducated,Blue
2273,39,6,2,7382.0,1326,0.18,4792.0,65,73.72307692307692,0,Unknown,Blue
2274,47,4,3,3861.0,622,0.161,4816.0,81,59.45679012345679,0,Unknown,Blue
2275,47,4,1,1562.0,751,0.481,4574.0,81,56.46913580246913,0,Graduate,Blue
2276,34,6,3,2168.0,1704,0.786,4584.0,92,49.82608695652174,0,Uneducated,Blue
2277,31,5,1,2197.0,0,0.0,4548.0,64,71.0625,0,High School,Blue
2278,38,4,2,11946.0,1172,0.098,4862.0,77,63.142857142857146,0,High School,Blue
2279,39,3,1,1663.0,0,0.0,4875.0,86,56.68604651162791,0,Doctorate,Blue
2281,42,3,1,2542.0,1884,0.741,4518.0,88,51.34090909090909,0,High School,Blue
2282,36,6,3,3021.0,1530,0.506,4105.0,76,54.01315789473684,0,Graduate,Blue
2283,36,3,3,4431.0,2517,0.568,2185.0,48,45.520833333333336,0,Unknown,Blue
2285,32,3,1,1956.0,958,0.49,4977.0,76,65.48684210526316,0,Uneducated,Blue
2287,46,6,2,2467.0,1176,0.477,4744.0,73,64.98630136986301,0,High School,Blue
2291,23,3,2,2787.0,2053,0.737,4949.0,76,65.11842105263158,0,High School,Blue
2294,15,6,2,2605.0,2269,0.871,5298.0,79,67.0632911392405,0,High School,Blue
2296,37,3,1,8956.0,1279,0.143,4814.0,73,65.94520547945206,0,Graduate,Blue
2298,40,3,3,2687.0,2452,0.913,4697.0,81,57.98765432098765,0,Doctorate,Blue
2299,30,4,2,17890.0,2517,0.141,4831.0,81,59.641975308641975,0,Post-Graduate,Blue
2301,52,3,2,3293.0,0,0.0,3121.0,56,55.732142857142854,0,High School,Blue
2303,28,3,3,1601.0,0,0.0,2339.0,41,57.048780487804876,0,College,Blue
2304,46,5,2,4661.0,1734,0.372,5242.0,81,64.71604938271605,0,Doctorate,Blue
2305,36,5,3,2262.0,1450,0.641,4116.0,84,49.0,0,Graduate,Blue
2306,34,3,3,2450.0,1981,0.809,4352.0,66,65.93939393939394,0,High School,Blue
2307,34,6,3,2864.0,1928,0.673,4641.0,78,59.5,0,Unknown,Blue
2308,38,5,1,2346.0,1373,0.585,4432.0,72,61.55555555555556,0,Graduate,Blue
2309,28,3,2,1438.3,0,0.0,4626.0,86,53.7906976744186,0,Graduate,Blue
2310,49,5,2,4778.0,1869,0.391,5489.0,74,74.17567567567568,0,Graduate,Blue
2311,34,6,1,2647.0,1288,0.487,4730.0,78,60.64102564102564,0,High School,Blue
2314,41,3,1,2552.0,1879,0.736,4153.0,79,52.56962025316456,0,Post-Graduate,Blue
2315,34,3,2,15471.0,1291,0.083,3993.0,77,51.857142857142854,0,College,Silver
2316,36,6,2,1953.0,1089,0.558,4636.0,70,66.22857142857143,0,Unknown,Blue
2317,41,5,1,2329.0,2290,0.91323,4609.0,76,60.64473684210526,0,Unknown,Blue
2318,25,2,2,6614.0,1881,0.284,3016.0,51,59.13725490196079,0,Uneducated,Blue
2321,44,5,1,1438.3,0,0.0,4755.0,76,62.56578947368421,0,High School,Blue
2322,42,6,1,12675.0,2422,0.191,3912.0,63,62.095238095238095,0,College,Silver
2323,31,4,2,2813.0,2208,0.785,4491.0,68,66.04411764705883,0,High School,Blue
2324,35,3,3,2745.0,2463,0.897,2466.0,39,63.23076923076923,0,Uneducated,Blue
2325,39,3,2,1982.0,1276,0.644,5136.0,76,67.57894736842105,0,Uneducated,Blue
2328,29,6,1,2548.0,1998,0.784,4702.0,79,59.51898734177215,0,College,Blue
